customer_id,first_name,last_name,avg_check
978,Louise,Kunzelmann,241.926000
1440,Doro,Siviour,308.741000
4077,Land,Tailby,253.194000
5005,Teodorico,Handover,242.208000
5438,Sandi,Kennefick,274.279000
9928,Feliza,Tight,273.556000
272,Ogden,Cromley,324.047000
3614,Almeria,Chevis,268.347000
4990,Wallache,Coulsen,311.362000
7126,Eulalie,Ridd,284.907000
8685,Clementine,Brogiotti,200.906000
9497,Heath,Troak,262.008000
9581,Anallise,Shoulder,239.241000
9617,Evvie,Nettle,224.599000
56,Eberhard,Reiling,290.863000
639,Olia,Ferraretto,256.964000
2510,Thekla,Cornew,322.331000
6651,Prissie,Muccino,232.023000
9260,Suki,O'Feeny,186.909000
9905,Kellby,Flowitt,328.389000
9918,Cleo,Bohlsen,209.034000
478,Jereme,Mebs,288.697000
997,Shir,Pride,317.206000
6121,Michele,D'Alessandro,244.453000
2816,Forest,Innott,303.544000
3559,Sandy,MacConnel,186.553000
3995,Ceil,Cradduck,262.398000
4284,Loren,Attac,280.154000
5587,Garfield,Siveyer,237.726000
5881,Kimbra,O' Bee,196.370000
8136,Cristy,Bachshell,268.844000
4548,Gian,Meadowcraft,272.762000
4634,Regan,Raiment,160.762000
5729,Tessy,Hurlston,266.547000
7373,Whit,Hanson,292.410000
7403,Rubi,Yonnie,248.483000
7939,Rhianna,Zebedee,249.112000
1553,Arlan,Debrick,247.922000
4407,Meryl,Loudyan,191.629000
5570,Jere,Morewood,323.156000
7407,Noby,Crone,254.347000
7588,Celka,Wakley,303.020000
837,Toddy,Verrills,248.533000
1370,Tera,Housby,276.807000
2293,Chancey,Rickhuss,204.474000
3145,Edsel,Warricker,251.046000
4316,Demott,Knowler,226.448000
1024,Holden,Haggish,212.570000
1859,Florina,Prestner,299.273000
4706,Alfredo,McGrae,196.721000
4764,Robin,Winscomb,198.768000
9044,Eleni,Barrowclough,282.489000
9331,Elisha,Woodhead,238.310000
508,Julina,Itskovitz,257.704000
1860,Rhea,Skeates,292.437000
3642,Josephine,Meddows,166.447000
4488,Goran,Clemenzo,284.978000
5654,Allyson,Sinson,337.092000
6202,Olivia,Durrell,226.746000
7631,Cal,Becke,192.753000
8729,Xaviera,Bourthouloume,207.859000
71,Ches,Casin,228.522000
2001,Dara,Banisch,213.518000
6785,Noell,Maddaford,288.637000
7369,Chilton,Wankling,239.436000
4021,Jaclyn,Drinan,286.777000
5846,Jarrid,MacMaster,183.025000
7445,Ysabel,Bastin,247.356000
8736,Kalli,Phelipeau,265.217000
1224,Aubrey,Schulken,187.709000
4375,Suzy,Benzi,286.836000
600,Svend,Dunnan,257.949000
4609,Sylas,Lundbech,209.131000
9484,Esteban,Sudddard,256.127000
1184,Jena,Balf,242.932000
2388,Auroora,Dukesbury,215.069000
3623,Nessi,Everiss,292.032000
4745,Dieter,Corbally,265.103000
7298,Emelen,Rown,270.714000
7439,Shalom,Docksey,312.470000
9218,Julina,Walworth,195.264000
9777,Auria,Oakenfall,191.268000
373,Scot,Bragginton,244.199000
965,Barty,Abyss,245.675000
1678,Noah,Sainte Paul,262.993000
3770,Kalil,Galsworthy,309.177000
4813,Edward,O'Glassane,294.796000
5297,Jermaine,Spare,339.252000
8370,Lesly,Gillbanks,283.462000
9377,Kendricks,Martynikhin,227.194000
6286,Issi,Dolby,242.553000
7243,Dody,Archdeckne,208.355000
7820,Delly,Spaducci,231.493000
7839,Arvie,Phalip,153.507000
9160,Thaxter,Padbery,236.732000
9797,Bink,Shelford,353.704000
248,Nial,Mariolle,191.202000
1788,Celestina,Wrefford,322.810000
2611,Denys,Hardaway,290.126000
3355,Avis,Drinkwater,251.314000
4057,Catherine,Furmston,290.945000
4769,Sissy,Dobrovsky,197.866000
5986,Aline,Freschini,261.901000
7154,Lin,Bonallick,309.610000
2334,Roobbie,Allard,241.483000
9818,Bailie,Hayle,300.936000
9826,Ainslee,Leither,293.837000
1328,Pia,Webben,254.166000
4856,Jessalin,Hares,200.573000
4871,Frasquito,Cockshot,211.594000
9490,Liza,Rahill,221.520000
9796,Sibyl,Stonebanks,240.315000
149,Filia,Empson,305.159000
3274,Trisha,Pauletto,281.172000
5314,Marne,Venmore,201.382000
8316,Madella,Rawdales,239.091000
999,Lianna,Castilljo,304.007000
3344,Allison,Exeter,248.953000
7167,Elsbeth,Karpeev,251.251000
8991,Rois,Byfford,232.080000
357,Hedi,Hayth,205.162000
1819,Patty,Paydon,266.500000
7678,Ingeborg,Skewes,229.261000
8806,Odelia,Malim,226.999000
1449,Way,Dudin,258.748000
1508,Elmira,Hutchcraft,275.937000
5535,Dominik,Sambell,239.279000
6013,Rabbi,Crier,236.809000
7734,Maxwell,Yanshinov,215.540000
9102,Myrtle,Zannini,218.549000
1011,Francoise,Hrinchishin,310.834000
1193,Abbey,Hebdon,200.912000
3585,Dosi,Curneen,260.447000
4911,Toddie,Trotter,238.659000
6151,Paul,Snowsill,258.288000
7835,Philbert,Biskupski,316.812000
8890,Weider,Foggo,259.874000
9990,Virgie,Havile,283.551000
1402,Vikky,Playford,236.966000
1879,Skipp,Turgoose,245.300000
9428,Bobette,Lavens,237.446000
9912,Rabbi,McMillan,294.515000
2869,Ban,Shields,225.763000
7015,Brita,Kinman,279.765000
4850,Hansiain,Beric,204.364000
9143,Leora,Bowden,199.712000
9380,Nathanial,Nollet,237.291000
557,Mable,Poore,247.482000
700,Emilia,McAsgill,218.633000
2465,Westbrooke,MacVean,262.637000
7137,Ebony,Letty,218.389000
9616,Michel,Ponde,230.565000
802,Catherin,Poppy,272.551000
9068,Mandie,Peyto,268.865000
3939,Valentine,Melwall,264.046000
5009,Waylen,Kach,183.398000
5198,Daniella,Sandiford,161.815000
8377,Xymenes,Gun,256.202000
1526,Tully,Roly,219.173000
6594,Mariann,Farlamb,232.380000
9304,Erika,Rhead,284.523000
2287,Maureen,Panther,211.820000
3524,De witt,Drewell,219.467000
7543,Alexandros,Winscom,161.906000
8265,Bette-ann,Heindrich,177.281000
8955,Abey,Seymark,265.830000
2282,Chevy,Fendt,273.357000
3555,Vale,Dungate,231.600000
4179,Kaycee,Jeanet,329.260000
5073,Carling,Dewi,325.096000
5665,Jethro,O'Kinedy,214.663000
7364,Del,Garforth,236.759000
1411,Murial,Kahn,302.466000
1630,Othilie,Kobpa,220.094000
1676,Brocky,Hoodspeth,276.881000
9893,Osborne,Matyasik,234.153000
705,Ebba,Cory,297.296000
4598,Lanae,Pavy,282.665000
4982,Shawn,Gartery,259.023000
4986,Roddy,Brydson,230.658000
5622,Giustina,Hoofe,247.771000
8710,Corrine,Tremblay,322.044000
8974,Dagny,Danielot,332.706000
3271,Arlan,Bluschke,266.764000
4398,Chris,Blampy,220.417000
5994,Tommie,Orpwood,323.464000
6885,Georgine,Mattaser,266.264000
8420,Nessi,Shaddick,187.137000
2117,Marian,Crowden,259.390000
3148,Alberta,Drance,206.180000
4310,Inga,Clowsley,217.190000
4707,Lin,Acory,206.842000
5831,Sonnie,Kynett,191.990000
9599,Sophronia,Hubner,222.043000
1424,Garrick,Corbyn,272.323000
1928,Eda,Dockrill,223.191000
2982,Kristien,Keward,239.094000
9851,Dukie,Kellen,234.620000
180,Rubi,Gagie,241.654000
483,Querida,Smithyman,203.353000
917,Wini,Emerson,167.197000
932,Marquita,Hurles,335.106000
3368,Lyn,Wemyss,287.991000
4467,Gianni,Burdikin,275.189000
5435,Toni,Zorzini,306.965000
7062,Binni,McCalister,248.817000
7609,Tate,Oertzen,250.548000
8190,Karim,Leitche,292.631000
8764,Brittan,Berryann,241.831000
9799,Erl,Boughtwood,240.586000
878,Patrice,Cadd,202.562000
4367,Jamesy,Brogioni,216.674000
4811,Judas,Maynard,270.005000
6524,Roarke,Kobus,276.543000
9843,Dorian,Woodeson,236.985000
3782,Swen,De Roberto,296.414000
6135,Jermain,Dael,212.683000
6407,Donnie,Colnet,233.550000
7762,Thomasine,Kitcatt,204.301000
8559,Jami,Grzelewski,267.622000
187,Tiffie,Eeles,242.882000
2511,Adorne,Escofier,270.723000
4513,Ailsun,Budgen,253.703000
6459,Alf,Hindge,264.309000
8282,Carmon,Bortolazzi,249.901000
8414,Hayes,Whenman,262.288000
3668,Jocelin,Altham,259.412000
5431,Catrina,Dawkins,265.990000
5806,Hannie,Braddon,400.598000
6438,Nonah,Walley,250.431000
7874,Robbert,Wytchard,266.217000
